z,sigmoid,tanh
-0.0999999999999996,0.47502081252106,-0.0996679946249555
-0.0899999999999999,0.4775151752082,-0.08975778474716
-0.0800000000000001,0.480010659844418,-0.0798297691111314
-0.0700000000000003,0.48250714233361,-0.0698858903164293
-0.0599999999999996,0.48500449838059,-0.0599281035291431
-0.0499999999999998,0.48750260351579,-0.0499583749578798
-0.04,0.490001333120035,-0.0399786803111636
-0.0300000000000002,0.49250056244938,-0.0299910032388204
-0.0199999999999996,0.49500016666,-0.0199973337599305
-0.00999999999999979,0.497500020833125,-0.00999966667999925
0,0.5,0
0.00999999999999979,0.502499979166875,0.00999966667999925
0.0199999999999996,0.50499983334,0.0199973337599305
0.0300000000000002,0.50749943755062,0.0299910032388204
0.04,0.509998666879966,0.0399786803111636
0.0499999999999998,0.51249739648421,0.0499583749578798
0.0599999999999996,0.51499550161941,0.0599281035291431
0.0700000000000003,0.51749285766639,0.0698858903164293
0.0800000000000001,0.519989340155582,0.0798297691111314
0.0899999999999999,0.5224848247918,0.08975778474716
0.0999999999999996,0.52497918747894,0.0996679946249555
0.11,0.527472304344594,0.10955847021443
0.12,0.529964051764572,0.119427298534386
0.13,0.532454306387319,0.129272583606058
0.14,0.534942945158214,0.139092447878458
0.149999999999999,0.537429845343749,0.148885033623317
0.16,0.539914884555566,0.158648504297499
0.17,0.542397940774351,0.168381045870815
0.18,0.54487889237358,0.17808086811733
0.19,0.547357618143089,0.187746205868285
0.2,0.549833997312478,0.197375320224904
0.21,0.552307909574325,0.206966499729453
0.22,0.554779235107215,0.216518061493029
0.23,0.557247854598556,0.22602835227867
0.24,0.559713649267193,0.235495749538498
0.25,0.562176500885798,0.244918662403709
0.26,0.564636291803029,0.254295532626391
0.27,0.567092904965454,0.263624835472203
0.28,0.569546223939229,0.272905080563133
0.29,0.571996132931519,0.282134812669634
0.3,0.574442516811659,0.291312612451591
0.31,0.576885261132046,0.300437097147654
0.32,0.579324252148749,0.309506921212639
0.33,0.581759376841836,0.318520776902771
0.34,0.584190522935407,0.327477394808705
0.35,0.58661757891733,0.336375544336332
0.36,0.589040434058665,0.345214034135521
0.37,0.59145897843278,0.353991712477046
0.38,0.593873102934143,0.362707467578051
0.39,0.596282699296788,0.371360227876507
0.399999999999999,0.598687660112452,0.379948962255224
0.41,0.60108787884837,0.388472680216061
0.42,0.603483249864726,0.396930432005077
0.43,0.60587366843176,0.405321308689463
0.44,0.608259030746514,0.413644442187135
0.45,0.610639233949222,0.421899005250008
0.46,0.613014176139336,0.430084211401979
0.47,0.615383756391182,0.438199314832768
